name,description,voting,duration,view,status,genre,director,country,follower,quality,rating,studio,season,year,type
Long Xà Diễn Nghĩa,"Dưới sự dẫn dắt của bậc thầy võ thuật cổ truyền Đường Tử Trần, thiếu niên Vương Siêu cơ thể yếu ớt nhưng rất giàu lòng chính nghĩa bước lên con đường võ thuật, luôn gặp thuận lợi, vượt qua chính mình. Anh đã được trải nghiệm tinh thần lấy võ thuật ngăn chặn đao thương, lấy đức khiến người ta nể phục của người học võ, cũng nêu cao võ thuật truyền thống, nêu cao tinh thần chính trực.",0.87,16 tập,151328,Trọn bộ,"['Drama', 'Adventure', 'Action']",Đang cập nhật,Trung Quốc,261,FHD,PG-13 - Teens 13 tuổi trở lên,Xuni Pictures,Mùa Đông,2022,Anime bộ
Thiên Tòng Thú,"Thiên Tòng, một thiếu niên đến từ nước Hoa, là một yêu tinh bị phong ấn nên không thể sử dụng khả năng diễn thuyết của mình. Nhưng dù là vậy, cậu vẫn nuôi ước mơ trở thành một diễn thuyết gia mạnh nhất. Chính vì vậy, cậu đã đến Học Thành xin học, bắt đầu cuộc sống bất diệt của mình.",0.77,16 tập,57427,Trọn bộ,"['Sci-Fi', 'Fantasy', 'Action']",Đang cập nhật,Trung Quốc,75,HD,PG-13 - Teens 13 tuổi trở lên,Painted Edge,Mùa Đông,2022,Anime bộ
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,"Trong vùng đất ma thuật ẩn giấu của Gensokyo, tiên nữ của đền thờ Reimu Hakurei liên tục đảm bảo rằng những sự cố siêu nhiên liên quan đến sinh vật thần thoại được gọi là yêu quái sẽ không xảy ra thường xuyên nhất có thể. Là một phần truyền thống của ngôi đền của mình, cô ấy tổ chức một bữa tiệc mùa hè hàng năm mời nhiều khách khác nhau, từ con người đến thậm chí là yêu quái mạnh nhất.Tuy nhiên, vào buổi sáng của bữa tiệc, hộp quyên góp của ngôi đền đột nhiên bị mất tích. Hơn nữa, dường như không có dấu vết của bất kỳ hành vi trộm cắp nào. Khi Reimu, bạn của cô ấy Marisa Kirisame, và phóng viên tin tức Aya Shameimaru điều tra tình hình, họ nhận ra rằng những người khác cũng có tài sản bị mất tích. Với mỗi bước tiến gần đến việc ghép các câu đố lại với nhau, cả nhóm sớm hiểu rằng hiện tượng này không chỉ đơn thuần là một vụ trộm - một sự cố ngang với sương mù của Remilia Scarlet hay hoa anh đào yêu quái của Yuyuko Saigyouji.",0.92,04 tập,28147,Trọn bộ,"['Fantasy', 'Magic']",Đang cập nhật,Nhật Bản,17,HD,PG-13 - Teens 13 tuổi trở lên,Đang cập nhật,,,Anime bộ
Cô Vợ Bất Đắc Dĩ,"Chính phủ đã được tiến hành thí nghiệm kỹ thuật di truyền một con người.Sản phẩm đầu tiên là một cô gái tên Rizel, và thí nghiệmđã thành công. Trong khi khỏe mạnh và vui vẻ, Rizel 12 tuổi cần có tình yêu để tiếp tục phát triển.",0.87,24 tập,79828,Trọn bộ,"['Sci-Fi', 'School', 'Romance', 'Ecchi', 'Comedy']",Takahashi Takeo,Nhật Bản,121,HD,R+ - Dành cho 16 tuổi trở lên,"Madhouse, Imagin",Mùa Xuân,2002,Anime bộ
Nhân Gian Đắc Ý Nhất,"Main: Lý Phù DaoGái: Thanh Hòe, Diệp Sênh CaCảnh giới tu vi:Nhân Đạo: Chính Ý, Ninh Thần, Kiếm Khí, Thanh Ti, Thái Thanh, Triều Mộ, Xuân Thu, Đăng Lâu, Thương HảiCực Đạo: Cực Đạo, Chuẩn Quân, Thiên Quân",0.8,60 tập,423765,Trọn bộ,['Action'],Đang cập nhật,Trung Quốc,613,HD,Đang cập nhật,Đang cập nhật,Mùa Thu,2021,Anime bộ
Tần Thời Minh Nguyệt Phần 6: Thượng Hải Hoành Lưu,"Tần thời Minh Nguyệt (tiếng Trung: 秦时明月; bính âm: qín shí míng yuè), tên tiếng Anh là Qin's Moon là một loạt phim hoạt hình CG Trung Hoa. Kịch bản phim dựa trên tiểu thuyết cùng tên của một tác gia người Đài Loan là Ôn Thế Nhân (溫世仁 - Wen Shiren). Đây là một phim hoạt hình võ thuật 3D đầu tiên của đất nước Trung Hoa, được sản xuất bởi công ty khoa kĩ Huyền cơ Hàn Châu(Hangzhou StarQ) ở Hàn Châu, Chiết Giang. Tiêu đề phim mang ý nghĩa là ""Thời Tần Trăng Sáng"", được trích từ một bài thơ nổi tiếng. Phim đề cập đến tên của hai vị anh hùng: Minh trong Thiên Minh, Nguyệt trong Nguyệt Nhi.Loạt phim truyền hình này được chiếu rộng khắp Trung Hoa vào dịp Năm mới 2007.[1] Bối cảnh loạt phim truyền hình này được bắt đầu từ việc xây dựng đế chế đầu tiên của Trung Hoa: nhà Tần và kết thúc khi kinh đô Hàm Dương bị xâm nhập bởi quân lính nhà Sở. Hành trình của loạt phim này kéo dài 30 năm (cả phần ký ức). Phim cho ta biết tên một bậc hảo hán tên là Thiên Minh, mang dòng máu anh hùng, trưởng thành và cũng thành một bậc anh hùng cũng như sự thay đổi phát triển của lịch sử và tài năng của anh ấy. Nó là một loạt phim truyền hình khơi gợi cảm hứng là sự kết hợp giữa võ hiệp, viễn tưởng và lịch sử với nhau và dẫn dắt khán giả đến những sự cao trào của câu chuyện cũng như vẻ hoa lệ và xinh đẹp cổ kính của thế giới Trung Hoa 2 nghìn năm trước.Tiền truyệnKinh Kha Ngoại Truyện(Tác phẩm mở đầu vào năm 2004, gồm 1 tập 40 phút, không được chính thức công bố)Lấy bối cảnh thời cuộc lúc bấy giờ đã định, nhưng loạn thế chưa chấm dứt. Thiên hạ đệ nhất kiếm khách, cận vệ của Thủy Hoàng là Cái Nhiếp dẫn con trai của một cố nhân, lẩn tránh sự truy sát của Tần Vương. Lúc này cậu bé Thiên Minh vẫn hoàn toàn không hay biết gì về thân phận thực sự của mình. Bàn tay số mệnh dần dần cuộn mở bức tranh tươi sáng. Tại biên cảnh Tần quốc, Tàn Nguyệt cốc, Cái Nhiếp một người một kiếm diệt 300 thiết kỵ quân Tần. Doanh Chính phẫn nộ, lệnh cho thừa tướng Lý Tư phải tìm cách diệt trừ tất cả thế lực chống Tần. Lý Tư đề xuất sách lược dĩ độc công độc, dùng giang hồ để diệt giang hồ. Quỷ Cốc truyền nhân - quý tộc nước Hàn là Vệ Trang, 12 năm trước vốn là đồng môn sư đệ với Cái Nhiếp, lúc nào cũng nung nấu ý định đánh bại Cái Nhiếp, đoạt lấy danh hiệu đệ nhất kiếm. Vì vậy y đã bất chấp nhục thân, tu luyện cấm thuật của Quỷ Cốc phái, thực lực cao thâm khôn lường. Lý Tư dùng Cái Nhiếp làm mồi nhử, dụ Vệ Trang xuất kích. Trên đường đào vong, Thiên Minh đã kết giao với hậu nhân tướng quân nước Sở là Thiếu Vũ, cùng các cao thủ của Mặc gia, và thiếu nữ có thân thế bí ẩn Cao Nguyệt. Lúc này thủ hạ của Vệ Trang là Tứ đại thiên vương cũng lần lượt xuất hiện truy sát bọn người Thiên Minh...",0.81,chưa rõ,125085,Phim đang chiếu,"['Cartoon', 'Historical', 'Action']",Đang cập nhật,Trung Quốc,129,HD,Đang cập nhật,Đang cập nhật,,,Anime bộ
Võ Ánh Tam Thiên Đạo,"Thiên hạ tam vạn châu, cộng tôn triều ca, nhưng chư hầu mọc như rừng, tông phái khắp nơi, ai nấy cũng có tâm tư. Hứa Vô Chu, con rể của Tần gia thành Lâm An bất ngờ lấy được bảo khí ""chén Luân Hồi"" không ngờ thôn phệ kim loại, tự thân lớn mạnh, cũng âm thầm giúp Tần gia vượt qua khó khăn, cứu vãn hình ấn tượng xấu của mình ở Tần gia. VietSub vào chủ nhật hàng tuần",0.74,24 tập,126540,Phim đang chiếu,"['Fantasy', 'Comedy', 'Adventure', 'Action']",Đang cập nhật,Trung Quốc,205,HD,Đang cập nhật,Đang cập nhật,,,Anime bộ
Vampire in the Garden,"Một mùa đông lạnh giá, nhân loại thua trận với ma cà rồng, và với nó, hầu hết nơi họ gọi là nhà.Một số ít những người sống sót đã tạo ra một bức tường ánh sáng trong một thị trấn nhỏ để bảo vệ họ và cho họ một nơi để sống trong hòa bình.Nhân vật chính của chúng ta, Momo, sống một cuộc sống bị kìm nén nhưng vẫn mong muốn cùng tồn tại với kẻ thù là ma cà rồng. Fine, nữ hoàng ma cà rồng, từng yêu con người và biến mất khỏi chiến trường. Khi chiến tranh hoành hành khắp thị trấn của loài người, cả hai có một cuộc gặp gỡ định mệnh.Ngày xửa ngày xưa, con người và ma cà rồng sống hòa thuận tại một nơi gọi là Thiên đường. Đây là câu chuyện về một cô gái trẻ và một ma cà rồng trên hành trình tìm kiếm Thiên đường.",0.87,05 tập,50082,Trọn bộ,"['Sci-Fi', 'Vampire', 'Supernatural', 'Fantasy', 'Music']",Makihara Ryoutarou,Nhật Bản,49,HD,PG-13 - Teens 13 tuổi trở lên,Wit Studio,Mùa Xuân,2022,Anime bộ
Irodorimidori,"Maigahara Music College Affiliate School Maigahara Senior High (viết tắt là MaiMai).Tại học viện quy tụ những tài năng âm nhạc triển vọng nhất này, có một tin đồn đang lan truyền giữa các học sinh.“Nếu bạn có một màn trình diễn tuyệt vời tại lễ hội trường, bạn sẽ nhận được thêm tín dụng đặc biệt.” Điểm của Serina không tốt lắm, vì vậy cô ấy ngay lập tức tin vào tin đồn và quyết định thành lập một ban nhạc!Diễn tập, ngủ lại … thậm chí là cosplay? Mọi thứ họ có thể tưởng tượng sẽ trở thành một phần trong cuộc sống hàng ngày đầy màu sắc của họ.Nhưng liệu họ có thực sự có thể mang đến một màn trình diễn đáng kinh ngạc và nhận được sự tin tưởng hay không !? Những câu chuyện đời thường vui nhộn của những cô gái này!",0.93,08 tập,26482,Trọn bộ,"['Slice of Life', 'Music']",Đang cập nhật,Nhật Bản,31,HD,PG-13 - Teens 13 tuổi trở lên,Akatsuki,Mùa Đông,2022,Anime bộ
Meitantei Conan: Zero no Tea Time,"Đôi khi anh ta là em trai của thám tử lừng danh Kogoro Mori, Toru Amuro. Lần khác anh là Rei Furuya, một cảnh sát bảo vệ Nhật Bản. Vẫn còn những lần khác anh ta là Bourbon, một người đàn ông mặc đồ đen. Không ai biết đời tư của người đàn ông mang ba mặt ... tưởng như thế nào. Cuộc sống hàng ngày giản dị của Toru Amuro, một người đàn ông che giấu ánh sáng và bóng tối, được tiết lộ ở đây.",0.96,06 tập,401407,Trọn bộ,"['Shounen', 'Police', 'Mystery']",Kosaka Tomochi,Nhật Bản,303,HD,PG-13 - Teens 13 tuổi trở lên,TMS Entertainment,Mùa Xuân,2022,Anime bộ
Shenmue the Animation,"Năm 1985, Yokosuka. Ryo Hazuki đã luyện tập để thành thạo Hazuki Style Jujitsu dưới sự chỉ bảo của người cha nghiêm khắc trong Hazuki Dojo từ khi còn nhỏ. Tuy nhiên, một ngày nọ, một người đàn ông bí ẩn tên Lan Di đã giết cha anh và lấy đi “chiếc gương” mà cha anh đang bảo vệ. Ryo quyết tâm tìm ra sự thật đằng sau vụ giết cha của mình, nhưng sớm phát hiện ra mình bị mắc kẹt trong cuộc chiến giữa các tổ chức ngầm…. Đi từ Yokosuka đến Hồng Kông, hành trình dài của Ryo bắt đầu!",0.66,13 tập,34740,Trọn bộ,"['Drama', 'Adventure', 'Martial Arts', 'Action']",Sakurai Chikara,Nhật Bản,45,HD,PG-13 - Teens 13 tuổi trở lên,Telecom Animation Film,Mùa Đông,2022,Anime bộ
Nhật Ký Hán Hóa Phần 2,Mùa 2 của Nhật Kí Hán Hóa.,0.45,12 tập,19113,Trọn bộ,"['Slice of Life', 'Supernatural', 'Comedy']",Đang cập nhật,Trung Quốc,13,HD,PG-13 - Teens 13 tuổi trở lên,L²Studio,Mùa Thu,2020,Anime bộ
Hành Trình Dị Giới Của Ta,"Thiếu niên Trần Tiểu Phàm vì nuốt nhầm Hỗn Nguyên Châu mà đi vào dị giới, trở thành Trần thiếu gia ""Dựa vào mặt mà kiếm cơm"", đệ nhất mỹ nam của thành Mộ Vân. Hắn phát hiện tuy mình được các nữ tử của thành Mộ Vân ưu ái và yêu mến, nhưng lại là một kẻ vô dụng không thể tu luyện. Để quay về thế giới ban đầu, hắn từ bỏ cuộc sống thiếu gia yên ổn trước giờ, gánh vác sự phản đối kịch liệt của gia tộc, kiên quyết bước lên con đường tu luyện.",0.54,40 tập,486577,Trọn bộ,"['Fantasy', 'Comedy', 'Adventure']",Đang cập nhật,Trung Quốc,609,HD,PG-13 - Teens 13 tuổi trở lên,XuanYuan,Mùa Đông,2022,Anime bộ
Aikatsu Stars! 2,"Bộ phim nói về Nijino Yume đặt mục tiêu trở thành một thần tượng âm nhạc hàng đầu. Và để thực hiện điều đó, cô vào học tại Học viện Yousei Gakuen. Học viện này có một nhóm idol đặc biệt gọi là S4, gồm 4 thần tượng âm nhạc hàng đầu của trường. Yume và các học viên năm nhất khác nỗ lực để gia nhập và trở thành một phần của S4.",0.86,50 tập,141497,Phim đang chiếu,"['Shoujo', 'School', 'Slice of Life', 'Music']",Satou Teruo,Nhật Bản,146,HD,PG - Trẻ em,Bandai Namco Pictures,Mùa Xuân,2018,Anime bộ
Samurai Flamenco,"Người mẫu nam Hazama Masayoshi có ước mơ trở thành một siêu anh hùng, mặc dù cậu không có siêu năng lực, cũng không có công cụ công nghệ cao hỗ trợ. Cậu lấy tên Samurai Flamenco và bắt đầu hành nghề trừ gian diệt ác, làm việc tốt bảo vệ công lí, nhân danh Sứ giả của Chính nghĩa. Masayoshi và anh cảnh sát Gotou Hidenori tình cờ gặp nhau trong một tình huống tréo ngoe, để rồi từ đó anh cảnh sát bị vướng vào vô số rắc rối. Hai con người trẻ tuổi phải đối diện với những thử thách gay do khi đi tìm ý nghĩa thật sự của việc trở thành Sứ giả của Chính nghĩa.",0.82,22 tập,16985,Phim đang chiếu,"['Super Power', 'Comedy', 'Parody', 'Action']",Oomori Takahiro,Nhật Bản,14,HD,R - 17+ (bạo lực và tục tĩu),Manglobe,Mùa Thu,2013,Anime bộ
Koukaku Kidoutai: SAC_2045 Season 2,Mùa 2 của Koukaku Kidoutai: SAC_2045.,0.7,12 tập,11912,Trọn bộ,"['Sci-Fi', 'Action']",Kamiyama Kenji,Nhật Bản,5,FHD,R - 17+ (bạo lực và tục tĩu),Đang cập nhật,Mùa Xuân,2022,Anime bộ
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Phần Movie của Series Ginga Eiyuu Densetsu: Die Neue These.,1,12 tập,61767,Trọn bộ,"['Sci-Fi', 'Space', 'Drama', 'Military', 'Action']",Tada Shunsuke,Nhật Bản,39,HD,R - 17+ (bạo lực và tục tĩu),Production I.G,Mùa Đông,2022,Anime bộ
Hibike! Euphonium 2 Specials,Tập đặc biệt của Series Hibike! Euphonium Season 2,0.85,07 tập,39841,Trọn bộ,"['School', 'Comedy', 'Music']",Đang cập nhật,Nhật Bản,7,HD,PG-13 - Teens 13 tuổi trở lên,Kyoto Animation,Mùa Xuân,2016,Anime bộ
Mermaid Melody Pichi Pichi Pitch,"Là công chúa tiên cá của Bắc Thái Bình Dương (một trong bảy vương quốc tiên cá), Lucia giao một viên ngọc trai thần kỳ cho một cậu bé bị rơi xuống tàu vào một đêm. Lucia phải du hành đến thế giới loài người để lấy lại viên ngọc trai của mình và bảo vệ vương quốc nàng tiên cá. Sử dụng sức mạnh của âm nhạc, Lucia có thể bảo vệ mình và vương quốc nàng tiên cá khỏi một thế lực xấu xa đang ngày càng gia tăng.",0.94,52 tập,71475,Phim đang chiếu,"['Romance', 'Comedy', 'Adventure']",Fujimoto Yoshitaka,Nhật Bản,79,HD,PG - Trẻ em,"Actas, SynergySP",Mùa Xuân,2003,Anime bộ
